Carbohydrate:,Fat,saturates,Salt (g),Protein g,Energy (kcal),Energy kg/kcal,Dietary fibre,Of which saturates,Carbohydrates:,Energy kcal,Carbohydrates,(kcal),Protein:,Carbohydrate g,Energy kJ,monounsaturates,Saturates,Energy value,Energy:,kcal,Proteins,Total Omega  3,reviews,Fiber,name,starch,Fibre (g),Protein,Protein (g),item_code,Energy  kJ,Mono unsaturates,and EPA,Energy (kJ),Trans Fat,price,Carbohydrate,Of which Sugars,Fibre,Carbohydrates (g),polyunsaturates,Country of Origin,sugars,unit,Energy,Total fat,Fibre g,Fat:,Polyunsaturates,Monounsaturates,rating,Polyols,Fat (g),Of which Saturates,Salt,Sodium,mono unsaturates,url,Energy kJ/kcal,Sugars,Starch,Of which sugars,Fat g,Salt g,Total Sugars,Salt:,Fats
,10.5g,,,,,,,,,209kcal,,,,,,,2.9g,,,,,,0,,Sainsbury's British Fresh Roast in the Bag Chicken Thighs & Drumsticks 600g (Serves 2),,,25.3g,,7934476,,,,,,£2.80/unit,3.1g,,<0.5g,,,Produced in United Kingdom; Produced using British chicken,,unit,874kJ,,,,3.0g,4.1g,0.0,,,,0.62g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1249624&urlRequestType=Base&categoryId=310871&catalogId=10133&langId=44,,1.8g,,,,,,,
,10.7g,,,,,,,,,203kcal,,,,,,,2.5g,,,,,,0,,Sainsbury's Just Cook British Spatchcock Chicken with a Lemon & Herb Marinade 1.142kg,,,26.1g,,7936762,,,,,,£5.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using British chicken,,unit,847kJ,,,,2.3g,5.3g,0.0,,,,0.59g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246744&urlRequestType=Base&categoryId=310871&catalogId=10133&langId=44,,<0.5g,,,,,,,
,5.2g,1.2g,,,,,,,,125,,,,,522,2.1g,,,,,,,0,,Sainsbury's Slow Cooked British Chicken Balti Curry 480g (Serves 2),1.9g,,11.5g,,7936521,,,,,,£4.75/unit,7.2g,,1.5g,,1.6g,,2.6g,unit,,,,,,,0.0,,,,0.40g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1246468&urlRequestType=Base&categoryId=310871&catalogId=10133&langId=44,,,,,,,,,
,1.7g,,,,,,,,,115kcal,,,,,,,0.5g,,,,,,9,,"Sainsbury's Cooked Chicken Slices Butter Roast, Taste the Difference 120g",,,24.3g,,7554737,,,,,,£2.70/unit,0.7g,,0g,,,Produced in United Kingdom; Produced from British Chicken,,unit,486kJ,,,,0.4g,0.7g,3.4444,,,,0.96g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-butter-roast-chicken--taste-the-difference-120g,,0.7g,0g,,,,,,
,1.3g,,,,,,,,,110kcal,,,,,,,0.4g,,,,,,11,,Sainsbury's British Roast Chicken Breast Slices x7 135g,,,24.5g,,7103990,,,,,,£1.75/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced from British Chicken,,unit,468kJ,,,,0.4g,0.4g,2.6364,,,,1.35g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-roast-chicken-135g,,<0.5g,<0.5g,,,,,,
,1.9g,,,,,,,,,106kcal,,,,,,,0.6g,,,,,,3,,Sainsbury's British Cooked Chicken Slices 115g,,,21.0g,,7135489,,,,,,£0.80/unit,1.3g,,<0.5g,,,Produced in United Kingdom; Produced from British Chicken,,unit,449kJ,,,,,,2.6667,,,,1.35g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-cooked-chicken-slices-125g,,0.6g,,,,,,,
,5.4g,,,,,,,,,174kcal,,,,,,,1.4g,,,,,,10,,Sainsbury's Cooked Roast Chicken Breast Fillets x2 240g,,,30.4g,,1081213,,,,,,£3.50/unit,0.6g,,1.0g,,,Produced in United Kingdom; Produced using British chicken,,unit,734kJ,,,,1.6g,2.2g,4.0,,,,0.39g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-cooked-roast-chicken-fillets-x2-240g,,0.6g,,,,,,,
,1.3g,0.3g,,,,,,,,,,,,,,,,,,104,,,9,,Bernard Matthews Chicken Chunks 90g,,,21.1g,,7731508,434,,,,,£1.00/unit,1.3g,,,,,,0.4g,unit,,,,,,,2.3333,,,,1.3g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/bernard-matthews-chicken-chunks-100g,,,,,,,,,
,5.4g,,,,,,,,,174kcal,,,,,,,1.4g,,,,,,14,,Sainsbury's British Roast Boneless Chicken Breasts x4 480g,,,30.4g,,6029731,,,,,,£6.50/unit,0.6g,,1.0g,,,Produced in United Kingdom; Produced using British chicken,,unit,734kJ,,,,1.6g,2.2g,3.2143,,,,0.39g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-cooked-boneless-chicken-breasts-x4-480g,,0.6g,,,,,,,
,3.0g,,,,,,,,,122kcal,,,,,,,0.9g,,,,,,11,,"Sainsbury's Roast Chicken Stuffing Topped, Taste the Difference 135g",,,22.3g,,7554683,,,,,,£2.70/unit,1.3g,,<0.5g,,,Produced in United Kingdom; Produced from British chicken and pork,,unit,513kJ,,,,,,4.0909,,,,0.90g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-stuffing-topped-roast-chicken--taste-the-difference-135g,,1.3g,,,,,,,
,3.9g,,,,,,,,,124kcal,,,,,,,1.3g,,,,,,2,,Sainsbury's British Cooked Chicken Wafer Thin Sliced 400g,,,19.5g,,1079081,,,,,,£2.00/unit,2.7g,,0g,,,Produced in United Kingdom; Produced from British Chicken,,unit,522kJ,,,,0.7g,1.7g,5.0,,,,1.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-wafer-thin-chicken-slices-400g,,<0.5g,2.3g,,,,,,
,1.6g,,,,,,,,,126kcal,,,,,,,0.4g,,,,,,0,,Sainsbury's Chargrilled Chicken Breast Slices 160g,,,27.8g,,7863309,,,,,,£2.50/unit,0g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,532kJ,,,,,,0.0,,,,0.53g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-chargrilled-chicken-slices-160g,,0g,,,,,,,
,2.3g,,,,,,,,,125kcal,,,,,,,0.8g,,,,,,8,,Sainsbury's Roast Chicken & Stuffing Slices 100g,,,22.4g,,6872116,,,,,,£1.75/unit,3.2g,,1.1g,,,Produced in United Kingdom. Produced from British Chicken,,unit,529kJ,,,,,,2.875,,,,1.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-roast-chicken---stuffing--be-good-to-yourself-100g,,,,,,,<0.5g,,
,1.7g,,,,,,,,,117kcal,,,,,,,0.5g,,,,,,10,,Sainsbury's Roast Sliced Chicken Breast 160g,,,23.9g,,7861821,,,,,,£2.00/unit,1.5g,,0g,,,Produced in United Kingdom; Produced using British chicken,,unit,495kJ,,,,,,2.4,,,,0.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-roast-sliced-chicken-breast-160g,,0.7g,,,,,,,
,2.1g,,,,,,,,,125kcal,,,,,,,0.5g,,,,,,8,,Sainsbury's Tikka Sliced Chicken Breast 160g,,,24.2g,,7861621,,,,,,£2.50/unit,2.1g,,<0.5g,,,Produced in United Kingdom; Produced using British chicken,,unit,526kJ,,,,,,2.25,,,,0.34g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-tikka-sliced-chicken-breast-160g,,1.6g,,,,,,,
,1.9g,,,,,,,,,135kcal,,,,,,,0.5g,,,,,,5,,Sainsbury's Sweet Chilli Sliced Chicken Breast 160g,,,23.4g,,7861608,,,,,,£2.50/unit,6.0g,,0g,,,Produced in United Kingdom; Produced using British chicken,,unit,570kJ,,,,,,3.6,,,,0.52g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-sweet-chilli-sliced-chicken-breast-160g,,4.9g,,,,,,,
,1.7g,,,,,,,,,130kcal,,,,,,,0.4g,,,,,,3,,Sainsbury's Sweet & Smokey Chicken Breast 160g,,,23.6g,,7861637,,,,,,£2.50/unit,4.9g,,<0.5g,,,Produced in United Kingdom; Produced using British chicken,,unit,549kJ,,,,,,3.0,,,,0.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-sweet---smokey-chicken-breast-160g,,3.7g,,,,,,,
,1.5g,,,,,,,,,127kcal,,,,,,,0.4g,,,,,,6,,Sainsbury's Cooked Chicken Breast Fillets x2 200g,,,27.9g,,7626240,,,,,,£3.50/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using British chicken,,unit,537kJ,,,,,,4.8333,,,,0.53g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-skinless-cooked-chicken-fillet-120g,,<0.5g,,,,,,,
,3.2g,,,,,,,,,120kcal,,,,,,,0.9g,,,,,,2,,Sainsbury's Wafer Thin Cooked Chicken 70g,,,20.5g,,7808874,,,,,,£0.50/unit,2.2g,,0g,,,Produced in United Kingdom; Produced from British Chicken,,unit,505kJ,,,,,,3.0,,,,1.35g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-wafer-thin-cooked-chicken-70g,,0.6g,,,,,,,
,3.9g,,,,,,,,,199kcal,,,,,,,,,,,,,4,,Premier Deli Chicken 120g,,,19g,,7728374,,,,,,£0.90/unit,2.1g,0.7g,,,,,,unit,499kJ,,,,,,3.0,,,0.9g,1.5g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/premier-deli-chicken-100g,,,,,,,,,
,1.6g,,,,,,,,,125kcal,,,,,,,0.4g,,,,,,5,,Sainsbury's Chargrilled Chicken Breast Slices 300g,,,27.6g,,7863307,,,,,,£3.50/unit,0g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,528kJ,,,,,,3.4,,,,0.52g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-chargrilled-chicken-slices-300g-7863307-p-44,,0g,,,,,,,
,6.6g,,,,,,,,,160kcal,,,,,,,1.7g,,,,,,5,,Sainsbury's Roast Chicken Drumsticks 500g,,,24.7g,,7862220,,,,,,£3.00/unit,<0.5g,,0g,,,Produced in United Kingdom; Produced using British chicken,,unit,671kJ,,,,1.9g,2.7g,4.0,,,,0.58g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-roast-chicken-drumsticks-500g,,<0.5g,,,,,,,
,12.5g,,,,,,,,,210kcal,,,,,,,3.1g,,,,,,6,,Sainsbury's Roast Chicken Thighs 500g,,,23.7g,,7862246,,,,,,£3.00/unit,0.7g,,0g,,,Produced in United Kingdom; Produced using British chicken,,unit,877kJ,,,,3.5g,5.3g,4.1667,,,,0.52g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-roast-chicken-thighs-500g,,0.7g,,,,,,,
,9.3g,,,,,,,,,<0.5g,,,,,,3.9g,,,,,,,12,,Sainsbury's Roast Whole Cooked Chicken (approx. 1kg),,,25.3g,,7873697,,,,,,£5.50/unit,1.5g,,<0.5g,,2.6g,,,unit,803kJ/192kcal,,,,,,4.8333,,,,0.57g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-roast-whole-chicken-%28approx-900g---1100g%29,,,,,,,,,
,2.3g,,,,,,,,,141kcal,,,,,,,0.6g,,,,,,1,,Sainsbury's Firecracker Chicken Breast Slices 160g,,,28.5g,,7863340,,,,,,£2.25/unit,1.1g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,597kJ,,,,,,2.0,,,,0.42g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-firecracker-chicken-slices-160g,,1.1g,,,,,,,
,3.4g,,,,,,,,,139kcal,,,,,,,1.4g,,,,,,3,,Sainsbury's Curried Coconut & Lime Chicken Breast Mini Fillets 120g,,,21.0g,,7861996,,,,,,£1.75/unit,6.0g,,0g,,,Produced in United Kingdom; Produced using British chicken,,unit,585kJ,,,,,,3.6667,,,,0.46g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-curried-coconut---lime-chicken-fillet-120g,,2.9g,,,,,,,
,6.3g,,,,,,,,,162kcal,,,,,,,1.6g,,,,,,2,,Sainsbury's BBQ Chicken Drumsticks 350g,,,20.8g,,7861837,,,,,,£2.50/unit,5.5g,,0g,,,Produced in United Kingdom; Produced using British chicken,,unit,680kJ,,,,1.8g,2.7g,5.0,,,,0.60g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-bbq-chicken-drumsticks-350g,,4.0g,,,,,,,
,11.8g,,,,,,,,,203kcal,,,,,,,3.0g,,,,,,7,,Sainsbury's Beer Bourbon BBQ Chicken Wings 350g,,,20.3g,,7863314,,,,,,£2.50/unit,3.2g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,849kJ,,,,,,2.4286,,,,0.56g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-beer-bourbon-bbq-chicken-wings-350g,,2.3g,,,,,,,
,1.4g,,,,,,,,,141kcal,,,,,,,0.4g,,,,,,2,,Sainsbury's Firecracker Chicken Breast Mini Fillets 120g,,,27.3g,,7863377,,,,,,£2.00/unit,4.9g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,598kJ,,,,,,4.0,,,,0.64g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-firecracker-chicken-mini-fillet-120g,,3.1g,,,,,,,
,2.2g,,,,,,,,,137kcal,,,,,,,0.6g,,,,,,3,,Sainsbury's Tikka Chicken Breast Chunks 250g,,,26.7g,,7862206,,,,,,£4.00/unit,2.4g,,<0.5g,,,Produced in United Kingdom; Produced using British chicken,,unit,578kJ,,,,,,3.6667,,,,0.53g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-tikka-chicken-breast-chunks-250g,,1.9g,,,,,,,
,12.6g,,,,,,,,,211kcal,,,,,,,3.2g,,,,,,4,,Sainsbury's Firecracker Chicken Wings 350g,,,18.9g,,7863332,,,,,,£2.50/unit,4.9g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,879kJ,,,,,,3.0,,,,0.67g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-firecracker-chicken-wings-350g,,1.0g,,,,,,,
,11.4g,,,,,,,,,214kcal,,,,,,,2.9g,,,,,,2,,Sainsbury's Sweet Chilli Chicken Wings 350g,,,18.4g,,7862226,,,,,,£2.50/unit,9.3g,,<0.5g,,,Produced in United Kingdom; Produced using British chicken,,unit,894kJ,,,,3.4g,4.5g,3.5,,,,0.57g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-sweet-chilli-chicken-wings-350g,,7.9g,,,,,,,
,1.7g,,,,,,,,,118kcal,,,,,,,0.5g,,,,,,3,,Sainsbury's Chilli & Lime Chicken Breast Slices 120g,,,23.2g,,7863355,,,,,,£2.00/unit,1.9g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,500kJ,,,,,,2.6667,,,,0.49g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-chilli---lime-chicken-slices-120g,,0.7g,,,,,,,
,2.6g,,,,,,,,,1.7g,,,,,566,,,,,,,,1,,"Sainsbury's Lemon, Garlic & Herb British Chicken Mini Fillets 120g",,,26.0g,,7914940,,,,,,£2.25/unit,1.7g,,<0.5g,,,,,unit,,,,,,,1.0,,,,0.50g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219598&urlRequestType=Base&categoryId=310872&catalogId=10123&langId=44,,,,,,,,,
,0.6g,,,,,,,,,<0.5g,,,,,457,,,,,,,,0,,Sainsbury's Roast Fire Grilled Breast Chunks 250g,,,24.0g,,7895697,,,,,,£4.00/unit,1.6g,,<0.5g,,,,,unit,,,,,,,0.0,,,,0.59g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-rst-fire-grilled-breast-chunks-250g,,,,,,,,,
,7.3g,,,,,,,,,175kcal,,,,,,,1.7g,,,,,,5,,Sainsbury's Tandoori Pulled Chicken Drumsticks 350g,,,22.3g,,7861925,,,,,,£2.50/unit,4.9g,,0g,,,Produced in United Kingdom; Produced using British chicken,,unit,733kJ,,,,,,3.0,,,,0.56g,,,https://www.sainsburys.co.uk/shop/gb/groceries/cooked-chicken---turkey-44/sainsburys-tandoori-pulled-chicken-drumsticks-350g,,3.5g,,,,,,,
,<0.5g,,,,,,,,,117kcal,,,,,,,<0.1g,,,,,,0,,Sainsbury's Oak Smoked Chargrilled Mini British Chicken Fillets 120g,,,27.5g,,7914954,,,,,,£2.00/unit,<0.5g,,,,,Produced in United Kingdom; Produced using British Chicken,,unit,496kJ,,,,,,0.0,,,,0.51g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1219600&urlRequestType=Base&categoryId=310872&catalogId=10123&langId=44,,<0.5g,,,,,,,
,3.0g,,,,,,,,,1.1g,,,,,,,,,,,,,0,,Fridge Raiders Slow Roast Flavour Chicken Skewer 50g,,,21g,,7935562,,,,,,£1.30/unit,3.8g,,,,,,,unit,539kJ,,,,,,0.0,,,,1.8g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1245626&urlRequestType=Base&categoryId=310872&catalogId=10123&langId=44,,,,,,,,,
,1.5g,,,,,,,,,2.0g,,,,,,,,,,,,,1,,Fridge Raiders Smoky BBQ Flavour Chicken Skewer 50g,,,23g,,7935423,,,,,,£1.30/unit,1.7g,,,,,,,unit,487kJ,,,,,,1.0,,,,1.2g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1245620&urlRequestType=Base&categoryId=310872&catalogId=10123&langId=44,,,,,,,,,
,15.7g,,,,,,,,,260kcal,,,,,,,5.3g,,,,,,18,,"Sainsbury's Unsmoked Wiltshire Cured Back Bacon, Taste the Difference x8 240g",,,28.8g,,6850887,,,,,,£2.50/unit,<0.5g,,1.0g,,,Produced in United Kingdom; Produced using Outdoor Bred British Pork,,unit,1083kJ,,,,3.2g,6.2g,2.0556,,,,4.73g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-wiltshire-unsmoked-back-bacon--taste-the-difference-240g,,<0.5g,,,,,,,
,15.8g,6.8g,,,,,,,,<0.5g,,,,,1162,4.4g,,,,,,,19,,"Sainsbury's Oak Smoked Wiltshire Cured Back Bacon, Taste the Difference x8 240g",,,32.7g,,6850577,,,,,,£2.50/unit,1.0g,,0.6g,,0.8g,,,unit,,,,,,,2.6842,,,,4.97g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-wilthsire-smoked-back-bacon--taste-the-difference-240g,,,,,,,,,
,32.9g,,,,,,,,,425kcal,,,,,,,14.9g,,,,,,26,,"Sainsbury's Smoked Streaky Bacon, Taste the Difference 220g",,,31.0g,,7474626,,14.3g,,,,£3.00/unit,1.0g,,0.6g,,,Produced in United Kingdom. Produced using Freedom Foods Outdoor Bred British Pork,,unit,1766kJ,,,,2.5g,,4.0769,<0.5g,,,4.95g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-ultimate-smoked-streaky-bacon--taste-the-difference-220g,,,0.6g,,,,<0.5g,,
,4.8g,,,,,,,,,187kcal,,,,,,,1.8g,,,,,,14,,"Sainsbury's Smoked Bacon Medallions, Be Good To Yourself 200g",,,34.6g,,1197037,,,,,,£1.75/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,788kJ,,,,0.4g,2.4g,3.7143,,,,3.43g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-smoked-bacon-medallions--be-good-to-yourself-200g,,0.7g,,,,,,,
,13.8g,,,,,,,,,233kcal,,,,,,,5.4g,,,,,,13,,Sainsbury's Thick Unsmoked Bacon Rasher x6 300g,,,25.8g,,7640075,,,,,,£2.00/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,971kJ,,,,2.3g,5.5g,3.3846,,,,3.85g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-thick-unsmoked-bacon-rasher-x6-300g,,<0.5g,,,,,,,
,27.7g,,,,,,,,,365kcal,,,,,,,11.2g,,,,,,24,,Sainsbury's Smoked Streaky Bacon Rashers 300g,,,27.5g,,7207643,,,,,,£2.00/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,1514kJ,,,,2.6g,12.6g,2.6667,,,,4.78g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-smoked-streaky-bacon-rashers-300g,,<0.5g,,,,,,,
,4.8g,,,,,,,,,187kcal,,,,,,,1.8g,,,,,,14,,"Sainsbury's Unsmoked Bacon Medallions, Be Good To Yourself 200g",,,34.6g,,7552390,,,,,,£1.75/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,788kJ,,,,0.4g,2.4g,3.0,,,,3.43g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-unsmoked-bacon-medallions--be-good-to-yourself-200g,,0.7g,,,,,,,
,13.8g,,,,,,,,,233kcal,,,,,,,5.4g,,,,,,11,,Sainsbury's Thick Smoked Bacon Rashers x6 300g,,,25.8g,,7640099,,,,,,£2.00/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,971kJ,,,,2.3g,5.5g,3.1818,,,,3.85g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-thick-smoked-bacon-rashers-x6-300g,,<0.5g,,,,,,,
,27.6g,,,,,,,,,367kcal,,,,,,,11.7g,,,,,,12,,"Sainsbury's Unsmoked Streaky Bacon, Taste the Difference 220g",,,28.4g,,7474620,,12.5g,,,,£3.00/unit,1.0g,,0.6g,,,Produced in United Kingdom. Produced using Freedom Foods Outdoor Bred British Pork,,unit,1526kJ,,,,2.2g,,3.5,,,,3.98g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-ultimate-unsmoked-streaky-bacon--taste-the-difference-220g,,,0.6g,,,,<0.5g,,
,27.7g,,,,,,,,,365kcal,,,,,,,11.2g,,,,,,7,,Sainsbury's Unsmoked Streaky Bacon Rashers 300g,,,27.5g,,7207653,,,,,,£2.00/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,1514kJ,,,,2.6g,12.6g,2.4286,,,,4.78g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-unsmoked-streaky-bacon-rashers-300g,,<0.5g,,,,,,,
,19.7g,,,,,,,,,292kcal,,,,,,,6.7g,,,,,,3,,Sainsbury's Unsmoked Back Bacon Rashers  x8 250g,,,27.3g,,7915700,,,,,,£1.50/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,1215kJ,,,,4.7g,7.5g,3.0,,,,3.76g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218728&urlRequestType=Base&categoryId=13363&catalogId=10122&langId=44,,<0.5g,,,,,,,
,32.9g,,,,,,,,,425kcal,,,,,,,14.9g,,,,,,5,,"Sainsbury's Oak Smoked Dry Cured Bacon Lardons, Taste the Difference 160g",,,31.0g,,7336323,,14.3g,,,,£2.50/unit,1.0g,,0.6g,,,Produced in United Kingdom. Produced using Freedom Food Outdoor Bred British Pork,,unit,1766kJ,,,,2.5g,,3.2,<0.5g,,,4.94g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-oak-smoked-bacon-lardons--taste-the-difference-160g,,,0.6g,,,,<0.5g,,
,19.7g,,,,,,,,,292kcal,,,,,,,6.7g,,,,,,6,,Sainsbury's Smoked Back Bacon Rashers x8 250g,,,27.3g,,7915697,,,,,,£1.50/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,1215kJ,,,,4.7g,7.5g,2.1667,,,,3.76g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1218726&urlRequestType=Base&categoryId=13363&catalogId=10165&langId=44,,<0.5g,,,,,,,
,1.6g,,,,,,,,,<0.5g,<0.5g,,,,,,,,,,,,6,,Mattessons Smoked Turkey Bacon Rashers x8 200g,,,30.0g,,7553225,,,,,,£2.00/unit,,,,,,,,unit,580kJ/137 kcal,,,,,,4.1667,,,,2.2g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/mattessons-smoked-turkey-rashers-200g,,,,,,,,,
,15.9g,,,,,,,,,275kcal,,,,,,,7.2g,,,,,,14,,"Sainsbury's Oak Smoked Dry Cure Bacon, Taste the Difference x6 220g",,,31.7g,,7474615,,,,,,£2.00/unit,1.0g,,0.6g,,,Produced in United Kingdom; Produced using Outdoor Bred British Pork,,unit,1149kJ,,,,1.3g,6.7g,3.2857,,,,3.70g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-oak-smoked-dry-cure-bacon--taste-the-difference-x6-220g,,<0.5g,0.6g,,,,,,
,32.9g,,,,,,,,,425kcal,,,,,,,14.9g,,,,,,4,,"Sainsbury's Dry Cure Oak Smoked Pancetta, Taste the Difference 180g",,,31.0g,,7641833,,14.3g,,,,£2.25/unit,1.0g,,0.6g,,,Produced in United Kingdom. Produced using Freedom Foods Outdoor Bred British Pork,,unit,1766kJ,,,,2.5g,,3.75,,,,4.95g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-dry-cure-oak-smoked-pancetta--taste-the-difference-180g,,,,,,,<0.5g,,
,1.6g,,,,,,,,,0.5g,0.5g,,,,,,,,,,,,2,,Mattessons Original Unsmoked Turkey Bacon Rashers x8 200g,,,33.0g,,7553540,,,,,,£2.00/unit,,,,,,,,unit,635kJ/150 kcal,,,,,,4.5,,,,2.3g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/mattesson-original-unsmoked-turkey-rasher-200g,,,,,,,,,
,15.9g,,,,,,,,,285kcal,,,,,,,7.7g,,,,,,17,,"Sainsbury's, Unsmoked Dry Cure Bacon, Taste the Difference x 6 220g",,,33.8g,,7474600,,,,,,£2.00/unit,1.2g,,0.7g,,,Produced in United Kingdom; Produced from Outdoor Bred British Pork,,unit,1189kJ,,,,0.8g,6.6g,2.2941,,,,3.73g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys--taste-the-difference-6-unsmoked-dry-cure-bacon-220g,,<0.5g,,,,,,,
,27.1g,,,,,,,,,326kcal,,,,,,,9.3g,,,,,,19,,Sainsbury's Smoked Bacon Lardons 250g,,,19.3g,,7803282,,,,,,£2.50/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,1353kJ,,,,3.4g,13.1g,1.7368,,,,3.60g,,,https://www.sainsburys.co.uk/shop/gb/groceries/bacon/sainsburys-smoked-bacon-lardons-250g-7803282-p-44,,<0.5g,,,,,,,
